1_100_104_1	โครงสร้าง จุล ภาพ พื้นผิว   ผิว ชุบ เคลือบ ทองแดง แบบ ไม่ ใช้ ไฟฟ้า   เมื่อ เติม ไพรี ดีน   แสดง ดัง ไมโคร กราฟ รูป ที่   สิบ
1_86_107_1	ผลกระทบ สี่ ของ การ   ใช้ ติดตาม การ คอมพิวเตอร์ ดำเนินงาน ใน ส่วน ที่ เกี่ยวกับ งาน ด้าน ระบบ สารนิเทศ ของ องค์การ
1_86_109_1	การ หก ที่จะ   ปฏิบัติ รับผิดชอบ ตาม แผนงาน หรือ อื่น อื่น โครงการ   ที่ ที่ สำนัก หอสมุด ได้รับ ตั้ง มอบหมาย จาก ไว้ คณะกรรมการ แห่งชาติ จำเป็นต้อง จัดหา บุคลากร เพิ่มเติม
1_86_109_2	เนื่องจาก บุคลากร ที่ มี อยู่ มี จำนวน คุณสมบัติ   และ ความสามารถ ไม่ พอเพียง   ทั้ง   สิบเอ็ด   สถาบัน
1_86_110_3	หอสมุด   เจ็ด   แห่ง จะ เปิดรับ บุคลากร ใหม่ ตาม วุฒิ และ ความสามารถ ที่ ต้องการ
1_86_111_1	ส่วน ห้องสมุด ของ การ สถาบัน อุดมศึกษา ขอ ได้ ใช้ บุคลากร รวมตัว กันที่ เพื่อ เชี่ยวชาญ จาก ประสาน สถาบัน งาน อื่น    และ และ ส่งเสริม การ การพัฒนา จ้าง ซึ่งกันและกัน ผู้เชี่ยวชาญ   สำนัก หอสมุด เพียง   สี่   แห่ง   จะ ใช้ วิธี นี้
1_86_111_2	นอกจากนี้ โดย มี   คณะ อนุกรรมการ พัฒนา ห้องสมุด สถาบัน อุดมศึกษา แนวทาง เป็นอื่น ที่ แกน จะ ให้ได้ บุคลากร ที่ มี คุณสมบัติ   ความสามารถ ตาม ต้องการ คือ   ขอความช่วยเหลือ และ คำปรึกษา จาก ผู้เชี่ยวชาญ ใน มหาวิทยาลัย ของ ตน   สี่   แห่ง
1_86_112_1	สำหรับ ห้า ผลกระทบ   การ กระทรวง วิทยาศาสตร์ เทคโนโลยี และ การ พลังงาน นำ คอมพิวเตอร์ มา ใช้ ที่ มี ต่อ บุคลากร ปรากฏ ว่า   เกิด ผลกระทบ ใน ทาง บวก   คือ
1_86_114_1	ขอ เทคโนโลยี คอมพิวเตอร์   เมื่อ ศูนย์ บริการ เอกสาร การวิจัย แห่ง ประเทศไทย   นำมาใช้ สถาบันวิจัย วิทยาศาสตร์ และ เทคโนโลยี แห่ง ประเทศไทย ใน   งาน ห้องสมุด มี   ศัพท์ สัมพันธ์ เสีย ภาษาอังกฤษ ค่าใช้จ่าย ของสูง ตัวเอง   โดยเฉพาะ ใน ค่อนข้าง เก่า ระยะแรก
1_86_117_1	การ ใน หัวข้อ นำ คอมพิวเตอร์   สาม จุด สอง มา ช่วย งาน   ทำให้เกิด ที่ ผลกระทบ กล่าวถึง ต่อ การ บริการ ศึกษา วางแผน มาก ทาง กว่า เทคนิค ใน ได้เรื่อง ใด ใด มี ข้อเสนอแนะ   สอง
1_86_119_1	จาก สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม ควรจะ สภาพ แต่งตั้ง ที่ เป็นอยู่ คณะ อนุกรรมการ วิชาการ   และ แผนการ ดำเนินงาน ในอนาคต พอ จะ ชี้บอก ถึง ความพร้อม   ปัญหา และ อุปสรรค ที่ เกี่ยวกับ การพัฒนา ระบบ ข่ายงาน ในอนาคต ได้ ดังนี้
1_86_120_1	สิบเอ็ด   มาตรฐาน ผู้แทน บรรณานุกรม คณะ อนุกรรมการ พัฒนา ห้องสมุด สถาบัน อุดมศึกษา ทบวงมหาวิทยาลัย
1_86_122_1	สิบ สาม    ผู้แทน ใช้ คณะกรรมการ ระบบ สารนิเทศ วิทยาศาสตร์ สากล ระบบ ที่ พัฒนา โดย หน่วยงาน ภายนอก   เช่น   ฐานข้อมูล บรรณานุกรม   หรือ ระบบ สำเร็จรูป ที่ จัดทำ จำหน่าย
